in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],totalPredicted
G4500010,2018-07-12T23:00:00Z,29.4,93.6,2.1,70,0,0,0,121.83998731067913
G4500010,2018-07-13T00:00:00Z,29.4,93.6,2.6,56.67,0,0,0,123.25893320807047
G4500010,2018-07-13T01:00:00Z,29.4,93.6,1.5,140,0,0,0,120.34912250532884
G4500010,2018-07-13T02:00:00Z,28.9,93.57,0,0,0,0,0,109.5495796274767
G4500010,2018-07-13T03:00:00Z,28.9,93.57,1.5,20,0,0,0,114.02976732969691
G4500010,2018-07-13T04:00:00Z,28.3,97.02,3.1,10,0,0,0,108.4175630564348
G4500010,2018-07-13T05:00:00Z,28.2,97.02,2.93,20,0,0,0,106.77955774704186
G4500010,2018-07-13T06:00:00Z,28.3,97.02,2.1,40,1,1,1,105.28351300775395
G4500010,2018-07-13T07:00:00Z,28.9,93.57,2.1,40,8.5,0,8.5,114.13328756464331
G4500010,2018-07-13T08:00:00Z,28.9,93.57,2.6,30,74.5,26,64.5,101.04662346995639
G4500010,2018-07-13T09:00:00Z,30.9,84.59,3.27,43.33,374,335.5,198.5,70.75588521975072
G4500010,2018-07-13T10:00:00Z,31.15,81.65,3.35,35,378,100,308,81.92372901481441
G4500010,2018-07-13T11:00:00Z,31.7,81.65,2.6,60,406,62,354,81.364511998643
G4500010,2018-07-13T12:00:00Z,32.5,79.28,3.35,70,484,83,406.5,81.81736278457551
G4500010,2018-07-13T13:00:00Z,32.5,74.26,4.1,65,609,152,461,68.90073405262218
G4500010,2018-07-13T14:00:00Z,32.8,71.6,4.1,70,632.5,181.5,458.5,71.81468174873685
G4500010,2018-07-13T15:00:00Z,32.97,71.6,3.6,80,635.5,229,428.5,72.81086875199354
G4500010,2018-07-13T16:00:00Z,33.3,69.55,3.1,100,549,284,328,91.4548453997749
G4500010,2018-07-13T17:00:00Z,33.3,72.13,3.6,110,453.5,305.5,255.5,103.27582886749983
G4500010,2018-07-13T18:00:00Z,32.8,71.6,4.1,80,342.5,347,181.5,110.14939615990815
G4500010,2018-07-13T19:00:00Z,31.7,76.38,2.6,70,183.5,257,111,113.91463473098887
G4500010,2018-07-13T20:00:00Z,30.6,79.06,1.5,80,35.5,59,29,135.12682050496673
G4500010,2018-07-13T21:00:00Z,29.4,87.55,0,36.67,0,0,0,121.20395602984377
G4500010,2018-07-13T22:00:00Z,27.8,96.42,0,0,0,0,0,93.98069281207668
G4500010,2018-07-13T23:00:00Z,27.8,96.42,1.5,40,0,0,0,98.53678395825133
G4500010,2018-07-14T00:00:00Z,27.8,96.42,2.1,50,0,0,0,100.33774609456353
G4500010,2018-07-14T01:00:00Z,27.8,96.42,0,116.67,0,0,0,94.42995910752927
G4500010,2018-07-14T02:00:00Z,27.8,96.42,0,13.33,0,0,0,94.03992719766387
G4500010,2018-07-14T03:00:00Z,27.8,96.42,0,0,0,0,0,93.9914987373161
G4500010,2018-07-14T04:00:00Z,27.8,93.52,1.5,40,0,0,0,101.23470977041664
G4500010,2018-07-14T05:00:00Z,27.2,96.99,1.5,30,0,0,0,90.9083756911
G4500010,2018-07-14T06:00:00Z,27.2,96.99,1.5,50,0.5,0,0.5,90.883976956662
G4500010,2018-07-14T07:00:00Z,27.8,93.52,1.5,30,9.5,0,9.5,99.25643769821549
G4500010,2018-07-14T08:00:00Z,28.3,90.73,1.5,100,47,0,47,100.32075800284389
G4500010,2018-07-14T09:00:00Z,30,87.61,1.5,76.67,196,23,183,92.5624057813604
G4500010,2018-07-14T10:00:00Z,31.1,79.13,1.5,110,219,15.5,208,109.26406152242811
G4500010,2018-07-14T11:00:00Z,31.7,74.08,2.1,80,301,23.5,281,106.70331319578607
G4500010,2018-07-14T12:00:00Z,33.3,65.02,2.1,100,486,68,422.5,99.53340329263679
G4500010,2018-07-14T13:00:00Z,34.4,59.16,0,150,606.5,142.5,468,93.38423942915917
G4500010,2018-07-14T14:00:00Z,35,58.94,2.6,50,715.5,259.5,466.5,93.77338519757848
G4500010,2018-07-14T15:00:00Z,34.4,57,2.6,50,782.5,576,263.5,91.34336507674982
G4500010,2018-07-14T16:00:00Z,33.9,67.17,2.6,50,365.5,159,236,133.11377355030396
G4500010,2018-07-14T17:00:00Z,33.3,65.02,1.5,70,256,65,216.5,140.50045620897006
G4500010,2018-07-14T18:00:00Z,33.3,65.02,0,30,283.5,214,183.5,125.2392273799174
G4500010,2018-07-14T19:00:00Z,32.2,67.24,0,0,102,62,82,148.93512900150154
G4500010,2018-07-14T20:00:00Z,30.6,84.53,0,0,16.5,2.5,16,134.49732883213665
G4500010,2018-07-14T21:00:00Z,30,84.47,0,0,0,0,0,131.04582775375155
G4500010,2018-07-14T22:00:00Z,30,87.61,1.5,10,0,0,0,132.57856151159882
G4500010,2018-07-14T23:00:00Z,30,87.61,0,0,0,0,0,128.1406479014517
G4500010,2018-07-15T00:00:00Z,28.9,93.57,1.5,140,0,0,0,114.58244132057946
G4500010,2018-07-15T01:00:00Z,27.8,96.42,0,0,0,0,0,94.03904480836971
G4500010,2018-07-15T02:00:00Z,27.8,96.42,0,0,0,0,0,94.04120599341766
G4500010,2018-07-15T03:00:00Z,27.8,93.52,0,146.67,0,0,0,97.2871249716322
G4500010,2018-07-15T04:00:00Z,28.3,93.54,2.1,200,0,0,0,109.5321778051347
G4500010,2018-07-15T05:00:00Z,28.95,93.57,2.1,195,0,0,0,117.15243641337445
G4500010,2018-07-15T06:00:00Z,28.9,93.57,0,190,0.5,0,0.5,110.28058060409505
G4500010,2018-07-15T07:00:00Z,28.9,93.57,0,63.33,16,0,16,106.62564306020431
G4500010,2018-07-15T08:00:00Z,29.4,90.81,0,213.33,65,3,64,105.4647927385119
G4500010,2018-07-15T09:00:00Z,29.4,93.6,1.5,340,47.5,0,47.5,111.49516378071833
G4500010,2018-07-15T10:00:00Z,30.6,87.13,0,223.33,142,9.5,135,107.71647668596728
G4500010,2018-07-15T11:00:00Z,31.35,76.38,0.9,160,267,22.5,248.5,104.06876472651328
G4500010,2018-07-15T12:00:00Z,33.3,67.46,3.1,200,514,106.5,414.5,97.52722309363313
G4500010,2018-07-15T13:00:00Z,33.9,62.8,2.6,220,596.5,124,476,92.71485589061461
G4500010,2018-07-15T14:00:00Z,35,61.14,4.6,210,793,412,397.5,93.53988211784093
G4500010,2018-07-15T15:00:00Z,35,57.15,2.6,170,824.5,625,262.5,92.97802189335357
G4500010,2018-07-15T16:00:00Z,35.6,49.69,3.6,230,730.5,677.5,193,118.74790103747019
G4500010,2018-07-15T17:00:00Z,35,55.07,2.6,190,568,611.5,173,116.78308226085018
G4500010,2018-07-15T18:00:00Z,34.4,53.23,3.1,220,372.5,479.5,145.5,135.43723093150882
G4500010,2018-07-15T19:00:00Z,33.3,65.02,0,70,184,311.5,97,132.34818605198143
G4500010,2018-07-15T20:00:00Z,30.6,79.06,0,0,37.5,86.5,28,127.5997646977789
G4500010,2018-07-15T21:00:00Z,29.4,84.92,0,0,0,0,0,123.6054637071743
G4500010,2018-07-15T22:00:00Z,28.9,87.51,0,0,0,0,0,115.31169418134407
G4500010,2018-07-15T23:00:00Z,27.8,93.52,0,0,0,0,0,96.7737107663492
G4500010,2018-07-16T00:00:00Z,27.8,93.52,0,0,0,0,0,96.77587195139715
G4500010,2018-07-16T01:00:00Z,27.8,93.52,0,0,0,0,0,96.77803313644499
G4500010,2018-07-16T02:00:00Z,28.3,93.54,1.5,230,0,0,0,107.93272981283307
G4500010,2018-07-16T03:00:00Z,27.8,96.42,3.1,170,0,0,0,103.83813591121191
G4500010,2018-07-16T04:00:00Z,27.8,93.52,0,0,0,0,0,96.78451669158873
G4500010,2018-07-16T05:00:00Z,26.7,96.39,0,0,0,0,0,81.15603549898948
G4500010,2018-07-16T06:00:00Z,26.7,100,0,0,1.5,1,1.5,77.39325348867649
G4500010,2018-07-16T07:00:00Z,28.35,95.15,0,210,61.5,69.5,49.5,84.45785836973592
G4500010,2018-07-16T08:00:00Z,30,90.3,1.5,150,158.5,122,120,91.9216792652134
G4500010,2018-07-16T09:00:00Z,30.55,87.7,2.35,185,293.5,129.5,224,80.92990325284813
G4500010,2018-07-16T10:00:00Z,31.74,79.28,1.68,276.67,408.5,127,320,81.53623306862593
G4500010,2018-07-16T11:00:00Z,32.6,76.55,1.4,220,456,86,384,84.86312521597786
G4500010,2018-07-16T12:00:00Z,33.379999999999995,71.8,1.02,195,604.5,164,452,73.60651655238735
G4500010,2018-07-16T13:00:00Z,33.9,69.66,2.1,180,689,224.5,471,73.37330177860224
G4500010,2018-07-16T14:00:00Z,33.82,79.37,2.6,255,641,212,436.5,73.82035562653681
G4500010,2018-07-16T15:00:00Z,34.07,72,2.6,220,659.5,312.5,380.5,82.76694386317541
G4500010,2018-07-16T16:00:00Z,33.2,82.34,3.43,123.33,576,344.5,299,78.12101855401141
G4500010,2018-07-16T17:00:00Z,31.27,90.66,3.27,123.33,454,362.5,217,62.42762968521901
G4500010,2018-07-16T18:00:00Z,30.3,87.61,2.35,140,160,72.5,124,105.210666965659
G4500010,2018-07-16T19:00:00Z,28.42,100,2.9,220,9.5,0,9.5,105.52262445832282
G4500010,2018-07-16T20:00:00Z,28.3,100,3.7,168,4.5,0,4.5,107.28481617413141
G4500010,2018-07-16T21:00:00Z,28.05,96.42,1.5,215,0,0,0,102.30024938317337
G4500010,2018-07-16T22:00:00Z,27.8,100,0,0,0,0,0,90.81909496476808
G4500010,2018-07-16T23:00:00Z,27.8,100,2.6,180,0,0,0,99.134733805651
G4500010,2018-07-17T00:00:00Z,27.2,100,1.5,180,0,0,0,88.83340579495183
G4500010,2018-07-17T01:00:00Z,27.2,100,0.75,180,0,0,0,86.63450544339082
G4500010,2018-07-17T02:00:00Z,27.6,100,1.2,215,0,0,0,92.8069783164718
G4500010,2018-07-17T03:00:00Z,27.8,100,1.9,170,0,0,0,97.05110272303037
G4500010,2018-07-17T04:00:00Z,27.5,100,2.35,200,0,0,0,94.95012319161503
G4500010,2018-07-17T05:00:00Z,27.2,100,1.8,220,0,0,0,89.87644322274392
G4500010,2018-07-17T06:00:00Z,27.13,100,2.1,210,2,6.5,2,88.75418726707568
G4500010,2018-07-17T07:00:00Z,27.8,96.42,3.6,220,83,215,49.5,70.82461351903586
G4500010,2018-07-17T08:00:00Z,29.15,96.08,4.85,225,182,160.5,128.5,80.4614650372249
G4500010,2018-07-17T09:00:00Z,30,83.48,3.6,250,358,317,193.5,66.36623751489245
G4500010,2018-07-17T10:00:00Z,31.1,84.59,2.6,260,471.5,231,310,61.25472290069518
G4500010,2018-07-17T11:00:00Z,31.95,79.28,3.6,255,474.5,121.5,375,78.83955355454536
G4500010,2018-07-17T12:00:00Z,32.75,72.13,3.6,260,607.5,186,434,74.71086165497486
G4500010,2018-07-17T13:00:00Z,33.7,71.8,3.27,236.67,745,293,461,66.30644275567572
G4500010,2018-07-17T14:00:00Z,34.4,69.76,2.6,233.33,753.5,342,425.5,75.72383641036596
G4500010,2018-07-17T15:00:00Z,35.6,67.51,3.1,190,739,425.5,359,96.89063955843199
G4500010,2018-07-17T16:00:00Z,36.1,65.61,4.1,220,749.5,763.5,144.5,110.90224596862288
G4500010,2018-07-17T17:00:00Z,36.1,61.39,4.1,220,581,694,134,126.62146345484702
G4500010,2018-07-17T18:00:00Z,35.6,65.11,3.6,220,313.5,335.5,157,154.81956726149352
G4500010,2018-07-17T19:00:00Z,32.2,76.92,3.6,40,100,40,87.5,152.27426249029318
G4500010,2018-07-17T20:00:00Z,29.07,100,3.77,230,19,2,19,113.66080007501174
G4500010,2018-07-17T21:00:00Z,27.77,98.04,7.4,280,0,0,0,115.11095005667416
G4500010,2018-07-17T22:00:00Z,27.51,100,3.59,216.67,0,0,0,98.80929954368521
G4500010,2018-07-17T23:00:00Z,27.2,100,1.5,160,0,0,0,88.80720960709881
G4500010,2018-07-18T00:00:00Z,27.2,100,1.5,180,0,0,0,88.88527423610122
G4500010,2018-07-18T01:00:00Z,27.2,100,1.5,220,0,0,0,89.03924230905831
G4500010,2018-07-18T02:00:00Z,27.2,96.99,0,186.67,0,0,0,87.30183245555436
G4500010,2018-07-18T03:00:00Z,27,100,0,100,0,0,0,81.82759907263538
G4500010,2018-07-18T04:00:00Z,26.08,100,1.74,182,0,0,0,76.39868654279074
G4500010,2018-07-18T05:00:00Z,26.1,100,0,66.67,0,0,0,71.0925299402995
G4500010,2018-07-18T06:00:00Z,26.1,100,0,70,1.5,2,1.5,70.57483467374621
G4500010,2018-07-18T07:00:00Z,27.8,96.42,0,0,48.5,52.5,41.5,79.71297374685287
G4500010,2018-07-18T08:00:00Z,29.4,90.81,0,116.67,143.5,89.5,111,85.52085438708258
G4500010,2018-07-18T09:00:00Z,31.7,81.65,1.5,340,368.5,306,203.5,81.52195687224412
G4500010,2018-07-18T10:00:00Z,32.8,69.45,2.6,70,506.5,293.5,301.5,88.86350132864524
G4500010,2018-07-18T11:00:00Z,33.3,67.46,3.6,50,560.5,212.5,385.5,91.7153476569963
G4500010,2018-07-18T12:00:00Z,33.9,65.15,4.1,10,509.5,87,428.5,108.65257429390674
G4500010,2018-07-18T13:00:00Z,33.3,63.05,3.6,40,653.5,198.5,461,81.6687636918496
G4500010,2018-07-18T14:00:00Z,35,57.15,2.1,90,769,350.5,433,89.93753254535427
G4500010,2018-07-18T15:00:00Z,36.1,55.34,2.6,70,789,529.5,314,108.60672781543872
G4500010,2018-07-18T16:00:00Z,36.7,53.49,3.1,30,742.5,734.5,162.5,125.46917634367
G4500010,2018-07-18T17:00:00Z,36.1,51.71,2.1,60,591,718.5,129,127.25914066055911
G4500010,2018-07-18T18:00:00Z,35.6,55.22,2.1,40,398.5,624.5,107,135.10301487369037
G4500010,2018-07-18T19:00:00Z,33.3,69.55,1.5,360,193.5,404.5,80,126.51806482339937
G4500010,2018-07-18T20:00:00Z,29.4,87.55,0,0,37.5,116.5,26,102.74815376800979
G4500010,2018-07-18T21:00:00Z,28.3,93.54,0,116.67,0,0,0,103.2452992726556
G4500010,2018-07-18T22:00:00Z,28.3,93.54,0,116.67,0,0,0,103.24746045770344
G4500010,2018-07-18T23:00:00Z,28.3,93.54,0,0,0,0,0,102.80683890244244
G4500010,2018-07-19T00:00:00Z,27.8,96.42,0,96.67,0,0,0,94.61123668427385
G4500010,2018-07-19T01:00:00Z,27.8,96.42,1.5,60,0,0,0,98.87635197804879
G4500010,2018-07-19T02:00:00Z,27.2,96.99,0,0,0,0,0,86.64525610255382
G4500010,2018-07-19T03:00:00Z,27.2,100,2.1,50,0,0,0,90.21110307597675
G4500010,2018-07-19T04:00:00Z,27.2,100,1.5,50,0,0,0,88.45241503173752
G4500010,2018-07-19T05:00:00Z,26.7,100,2.1,10,0,0,0,84.16756388422932
G4500010,2018-07-19T06:00:00Z,27.2,100,1.5,70,2,5,2,87.56002668028009
G4500010,2018-07-19T07:00:00Z,28.2,100,1.9,53.33,49.5,59,42.5,86.00638619695589
G4500010,2018-07-19T08:00:00Z,29.4,93.6,3.1,60,101.5,5.5,99.5,104.0350004071288
G4500010,2018-07-19T09:00:00Z,30.6,87.13,3.1,75,185.5,28.5,169.5,107.14371365120556
G4500010,2018-07-19T10:00:00Z,31.7,81.65,4.6,70,239,20.5,225,119.12825522309063
G4500010,2018-07-19T11:00:00Z,31.42,79.21,4.5,55,478,146,354,75.90231818103734
G4500010,2018-07-19T12:00:00Z,33.9,69.66,3.1,60,638,206,448,83.1263907459293
G4500010,2018-07-19T13:00:00Z,33.7,72.13,4.6,33.33,660,277,392,85.36228065051357
G4500010,2018-07-19T14:00:00Z,34.4,65.25,3.6,70,809,490.5,340,81.4930965850463
G4500010,2018-07-19T15:00:00Z,32.8,71.6,6.7,150,703.5,446,302,79.72410729038299
G4500010,2018-07-19T16:00:00Z,29.76,97.04,1.02,165,354.5,91,282.5,51.46741710989046
G4500010,2018-07-19T17:00:00Z,30,90.3,0,33.33,107.5,4.5,104.5,104.0648544905289
G4500010,2018-07-19T18:00:00Z,30.6,77.51,0,156.67,142.5,21,133,115.68858397179832
G4500010,2018-07-19T19:00:00Z,29.75,86.98,2.6,10,19,1,18.5,129.78587367777087
G4500010,2018-07-19T20:00:00Z,28.9,96.45,1.5,30,5,1,5,110.60989604199484
G4500010,2018-07-19T21:00:00Z,27.8,96.42,2.1,20,0,0,0,100.52861802038454
G4500010,2018-07-19T22:00:00Z,27.2,100,0,0,0,0,0,83.89943467949544
G4500010,2018-07-19T23:00:00Z,27.2,96.99,1.5,10,0,0,0,91.13071578375454
G4500010,2018-07-20T00:00:00Z,27.2,96.99,1.5,20,0,0,0,91.17082869077967
G4500010,2018-07-20T01:00:00Z,26.7,100,1.5,40,0,0,0,82.56379352183191
G4500010,2018-07-20T02:00:00Z,26.7,100,2.1,350,0,0,0,85.5033073174626
G4500010,2018-07-20T03:00:00Z,26.7,96.39,2.1,10,0,0,0,87.56011091797342
G4500010,2018-07-20T04:00:00Z,26.7,96.39,1.5,50,0,0,0,85.95322976164331
G4500010,2018-07-20T05:00:00Z,26.7,93.47,2.1,40,0,0,0,90.38394020221611
G4500010,2018-07-20T06:00:00Z,26,100,1.5,55,1,1.5,1,74.00329554612493
G4500010,2018-07-20T07:00:00Z,27.03,93.49,2.27,26.67,30,0,30,88.56164262563078
G4500010,2018-07-20T08:00:00Z,27.2,96.99,2.1,40,63,0,63,80.1144870509139
G4500010,2018-07-20T09:00:00Z,27.8,93.52,2.77,40,78.5,0,78.5,89.1971091510673
G4500010,2018-07-20T10:00:00Z,30,90.41,3.1,50,320.5,85.5,258.5,71.80084296420011
G4500010,2018-07-20T11:00:00Z,30.85,76.75,3.1,45,540,174,395,55.56845695183583
G4500010,2018-07-20T12:00:00Z,31.95,71.4,3.1,60,669.5,236,451.5,54.152778786564085
G4500010,2018-07-20T13:00:00Z,33.3,63.05,4.1,30,739.5,283.5,465.5,71.76745744016544
G4500010,2018-07-20T14:00:00Z,33.9,58.68,3.1,156.67,763.5,335.5,442,78.8521696837737
G4500010,2018-07-20T15:00:00Z,33.9,56.53,4.1,50,765,499.5,319.5,88.58305203943942
G4500010,2018-07-20T16:00:00Z,35,55.07,4.1,20,742,751.5,149.5,107.56477392940073
G4500010,2018-07-20T17:00:00Z,33.9,58.68,3.1,10,585.5,721.5,122.5,98.68964117064168
G4500010,2018-07-20T18:00:00Z,33.3,58.53,2.6,360,393,624,103.5,108.4964253906272
G4500010,2018-07-20T19:00:00Z,32.2,67.24,1.5,360,191,414,76.5,115.42731004279534
G4500010,2018-07-20T20:00:00Z,28.3,90.73,0,0,35,100.5,25.5,88.86050116552644
G4500010,2018-07-20T21:00:00Z,27.2,96.99,0,150,0,0,0,87.30746288927243
G4500010,2018-07-20T22:00:00Z,26.7,96.39,1.5,140,0,0,0,86.333696590301
G4500010,2018-07-20T23:00:00Z,26.7,86.72,0,53.33,0,0,0,90.56496206105521
G4500010,2018-07-21T00:00:00Z,26.7,93.47,1.5,300,0,0,0,89.65089826024837
G4500010,2018-07-21T01:00:00Z,25.6,100,0,106.67,0,0,0,65.49524273753126
G4500010,2018-07-21T02:00:00Z,25.6,100,2.6,190,0,0,0,73.44400228205988
G4500010,2018-07-21T03:00:00Z,25,100,0,0,0,0,0,58.019468480574545
G4500010,2018-07-21T04:00:00Z,25,100,0,110,0,0,0,58.4390986073725
G4500010,2018-07-21T05:00:00Z,25,100,0,0,0,0,0,58.02379085067034
G4500010,2018-07-21T06:00:00Z,25,100,2.1,60,0.5,0.5,0.5,64.25789523547161
G4500010,2018-07-21T07:00:00Z,25.6,96.12,2.1,320,5.5,0,5.5,74.94889032751429
G4500010,2018-07-21T08:00:00Z,25.6,96.36,0,0,13.5,0,13.5,65.71182795626817
G4500010,2018-07-21T09:00:00Z,25.6,96.36,4.1,140,65,0,65,67.7240565480984
G4500010,2018-07-21T10:00:00Z,27.2,87.36,2.6,140,342,97,273,36.18812118481768
G4500010,2018-07-21T11:00:00Z,30.6,75.25,2.1,73.33,708.5,572.5,226,37.10069585043185
G4500010,2018-07-21T12:00:00Z,32.2,71.93,0,216.67,917.5,853.5,130,37.93549939951335
G4500010,2018-07-21T13:00:00Z,32.8,69.45,3.6,220,968,866,131,55.702604016027436
G4500010,2018-07-21T14:00:00Z,33.3,69.55,3.1,230,917,753,195.5,60.919104264461055
G4500010,2018-07-21T15:00:00Z,34.4,63.29,4.1,250,847.5,744.5,182,87.07648934887105
G4500010,2018-07-21T16:00:00Z,34.4,63.29,3.6,230,759,811.5,119,91.20055153650011
G4500010,2018-07-21T17:00:00Z,34.4,63.29,4.6,220,592.5,766.5,101.5,104.47890692664286
G4500010,2018-07-21T18:00:00Z,33.9,67.17,3.6,240,395.5,658,90.5,108.75460498582277
G4500010,2018-07-21T19:00:00Z,31.7,71.4,3.6,220,174,335.5,79.5,119.81269886864736
G4500010,2018-07-21T20:00:00Z,30.6,84.53,2.6,210,30.5,68,23,134.3998914735446
G4500010,2018-07-21T21:00:00Z,30.6,84.53,1.5,190,0,0,0,143.55178265743692
G4500010,2018-07-21T22:00:00Z,28.65,87.36,4.75,205,0,0,0,127.53193314999906
G4500010,2018-07-21T23:00:00Z,26.03,86.77,4.27,281.67,0,0,0,96.06775422063238
G4500010,2018-07-22T00:00:00Z,25.66,91.39,3.27,213.33,0,0,0,84.23186420570568
G4500010,2018-07-22T01:00:00Z,25.3,96.02,3.6,195,0,0,0,76.5976417068077
G4500010,2018-07-22T02:00:00Z,25.6,92.83,3.6,250,0,0,0,83.30200204270956
G4500010,2018-07-22T03:00:00Z,25,100,3.1,270,0,0,0,68.19375443309379
G4500010,2018-07-22T04:00:00Z,25,100,2.1,260,0,0,0,65.22321518068601
G4500010,2018-07-22T05:00:00Z,24.4,100,1.5,210,0,0,0,56.199502917839474
G4500010,2018-07-22T06:00:00Z,24.7,100,0.75,200,1,7,1,56.507491925336275
G4500010,2018-07-22T07:00:00Z,26.1,93.71,2.1,240,84,321,37.5,39.60001688055449
G4500010,2018-07-22T08:00:00Z,27.5,87.41,2.35,260,268.5,599,68.5,23.33550291057389
G4500010,2018-07-22T09:00:00Z,30,78.97,2.6,260,472,736,87,40.01536524084652
G4500010,2018-07-22T10:00:00Z,31.7,71.4,3.1,250,662,813,98.5,55.41415229366858
G4500010,2018-07-22T11:00:00Z,32.33,66.94,2.6,270,817.5,856,108,57.106396062446535
G4500010,2018-07-22T12:00:00Z,33.3,63.05,3.1,133.33,925,882,112,68.1534223814398
G4500010,2018-07-22T13:00:00Z,33.9,58.68,3.6,240,857.5,598,280.5,81.32441520528627
G4500010,2018-07-22T14:00:00Z,34.4,57,3.1,250,873.5,650.5,251.5,86.86179259209068
G4500010,2018-07-22T15:00:00Z,34.4,53.23,3.1,250,618.5,344.5,309.5,116.54307446448786
G4500010,2018-07-22T16:00:00Z,34.4,57,4.6,250,726,715,164,102.63568651049775
G4500010,2018-07-22T17:00:00Z,31.1,69.12,3.6,290,507.5,503.5,180,72.956682243758
G4500010,2018-07-22T18:00:00Z,29.63,73.89,2.07,235,171,73,135.5,107.46569925743756
G4500010,2018-07-22T19:00:00Z,30,78.97,1.5,270,38,9.5,35.5,133.60639130011086
G4500010,2018-07-22T20:00:00Z,27.8,93.52,0,0,7,6.5,7,94.96423028581579
G4500010,2018-07-22T21:00:00Z,27.2,90.33,0,116.67,0,0,0,93.45581649150601
G4500010,2018-07-22T22:00:00Z,26.67,90.32,0,120,0,0,0,87.23006357624678
G4500010,2018-07-22T23:00:00Z,26.7,90.06,1.5,280,0,0,0,92.83625286334369
G4500010,2018-07-23T00:00:00Z,25.6,96.36,0,76.67,0,0,0,68.85576202347457
G4500010,2018-07-23T01:00:00Z,25,100,0,3.33,0,0,0,58.13152091619598
G4500010,2018-07-23T02:00:00Z,25,100,1.5,160,0,0,0,63.1303948026797
G4500010,2018-07-23T03:00:00Z,25,100,2.1,320,0,0,0,65.50063276865114
G4500010,2018-07-23T04:00:00Z,25,95.99,0,20,0,0,0,61.91690818034923
G4500010,2018-07-23T05:00:00Z,24.55,100,0.9,180,0,0,0,56.14548336595016
G4500010,2018-07-23T06:00:00Z,24.7,100,1.4,206.67,0,0,0,59.485052553430975
G4500010,2018-07-23T07:00:00Z,24.91,100,3.37,66.67,16,3,16,63.59720350620111
G4500010,2018-07-23T08:00:00Z,25.15,100,3.22,40,108,52,90,44.99961670424537
G4500010,2018-07-23T09:00:00Z,26.08,100,2.17,45,163.5,11.5,158,43.67426801616081
G4500010,2018-07-23T10:00:00Z,27.5,93.52,2.6,40,232.5,17.5,220,54.20654684246195
G4500010,2018-07-23T11:00:00Z,29.45,81.93,3.1,25,540,185,386,34.84132468832891
G4500010,2018-07-23T12:00:00Z,31.3,77.09,1.73,40,733,384,378.5,33.99328460848831
G4500010,2018-07-23T13:00:00Z,31.95,74.08,2.05,236.67,701,344,368.5,52.94142118152598
G4500010,2018-07-23T14:00:00Z,33.9,65.15,2.1,340,910,742,201.5,69.8171438317399
G4500010,2018-07-23T15:00:00Z,31.1,81.79,3.35,55,449.5,190,276.5,76.94053964075617
G4500010,2018-07-23T16:00:00Z,26.4,96.97,3.4,134,57,0,57,76.27370611573312
G4500010,2018-07-23T17:00:00Z,26.4,96.39,1.5,105,101,4.5,98.5,62.0872660416253
G4500010,2018-07-23T18:00:00Z,27.5,93.52,2.6,45,330.5,407.5,147,23.32360452446395
G4500010,2018-07-23T19:00:00Z,27.2,100,2.1,40,170.5,294.5,92.5,37.408110950124424
G4500010,2018-07-23T20:00:00Z,27.2,96.99,1.5,50,31.5,63,25,79.19416266018602
G4500010,2018-07-23T21:00:00Z,26.7,100,2.1,10,0,0,0,84.40961660959324
G4500010,2018-07-23T22:00:00Z,26.7,100,1.8,45,0,0,0,83.66418420691804
G4500010,2018-07-23T23:00:00Z,26,100,0,30,0,0,0,70.07239357763117
G4500010,2018-07-24T00:00:00Z,26,100,2.1,23.33,0,0,0,76.21221326662491
G4500010,2018-07-24T01:00:00Z,26.78,96.39,2.7,32.5,0,0,0,90.55287166404075
G4500010,2018-07-24T02:00:00Z,26.1,100,2.6,30,0,0,0,78.88843472780563
G4500010,2018-07-24T03:00:00Z,26.1,100,2.6,360,0,0,0,80.1430027381038
G4500010,2018-07-24T04:00:00Z,26.1,100,2.6,35,0,0,0,78.91173295889006
G4500010,2018-07-24T05:00:00Z,26.1,100,1.8,30,0,0,0,76.5471193105665
G4500010,2018-07-24T06:00:00Z,26.1,100,2.1,15,0.5,0.5,0.5,77.21403809267704
G4500010,2018-07-24T07:00:00Z,26.6,96.39,1.9,40,44.5,67.5,34,71.43735030374494
G4500010,2018-07-24T08:00:00Z,26.95,93.49,2.35,40,141.5,182,88.5,55.02579874180731
G4500010,2018-07-24T09:00:00Z,27.8,90.14,2.1,60,153,21.5,142.5,74.9891124126881
G4500010,2018-07-24T10:00:00Z,28.3,90.73,1.5,70,183,5,179.5,72.97375916686741
G4500010,2018-07-24T11:00:00Z,29.15,81.86,1.8,90,393,72,333,52.5218010979672
G4500010,2018-07-24T12:00:00Z,31.35,71.2,0.75,40,762,531,269,41.50411179270729
G4500010,2018-07-24T13:00:00Z,32.9,66.94,1.5,106.67,891,697.5,219,55.61549961872313
G4500010,2018-07-24T14:00:00Z,33.6,65.15,0.75,93.33,936,811.5,161.5,61.04243839857538
G4500010,2018-07-24T15:00:00Z,33.9,62.8,2.1,150,865.5,792,157.5,74.7225530825913
G4500010,2018-07-24T16:00:00Z,34.4,59.16,1.5,200,740.5,748.5,152.5,89.73507501249107
G4500010,2018-07-24T17:00:00Z,34.4,59.16,1.5,100,570.5,671,143,101.88904183611896
